"HH_ID","JTOUR_ID","NUMBER_HH","PERSON_1","PERSON_2","PERSON_3","PERSON_4","PERSON_5","PERSON_6","PERSON_7","PERSON_8","PERSON_9","COMPOSITION","JOINT_PURP","DAYNO","uid","finalweight","TOURMODE","AUTOSUFF","ANCHOR_DEPART_BIN","ANCHOR_ARRIVE_BIN","TOUR_DUR_BIN","DIST","DISTMILE","OUTBOUND_STOPS","INBOUND_STOPS","TOTAL_STOPS","SKIMDIST"
171189613,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,7,1,"171189613-1",4.89995,4,2,29,31,3,0.799954,0.000151506439393939,0,0,0,0.402091
171189757,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,1,"171189757-1",21.6856,2,2,21,24,4,4.96941,0.000941176136363636,0,1,1,1.682272
171190086,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,1,"171190086-1",188.05906,2,2,29,30,2,2.279282,0.000431682196969697,0,0,0,1.139641
171190102,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,"171190102-1",70.2204546640023,2,2,4,33,30,NA,NA,0,1,1,24.144779
171190335,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,9,1,"171190335-1",4.934075,4,1,14,17,4,0.490084,9.28189393939394e-05,0,0,0,0.310446
171190722,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,1,"171190722-1",65.0568,2,1,14,22,9,10.110146,0.00191480037878788,2,0,2,2.291757
171191440,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,7,1,"171191440-1",13.20472,2,2,24,25,2,10.430162,0.00197540946969697,0,0,0,5.404976
171191440,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,6,1,"171191440-2",13.20472,2,2,26,28,3,15.865688,0.00300486515151515,0,2,2,7.46556
171191450,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,3,1,"171191450-1",21.7086,2,2,7,7,1,1.68052,0.000318280303030303,0,0,0,0.84026
171191450,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,9,1,"171191450-2",21.7086,2,2,26,29,4,13.788587,0.00261147481060606,0,0,0,6.713815
171192625,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,9,1,"171192625-1",1281.45399982371,2,2,24,30,7,1.955128,0.000370289393939394,0,0,0,0.977564
171193779,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,1,"171193779-1",19.5998,4,1,10,11,2,0.317368,6.01075757575758e-05,0,0,0,0.158684
171194099,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,5,1,"171194099-1",21.6856,2,2,10,18,9,16.843337,0.0031900259469697,2,0,2,6.347019
171194721,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,5,1,"171194721-1",21.6958333333333,2,2,18,23,6,11.351807,0.0021499634469697,2,0,2,1.645185
171194785,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,5,1,"171194785-1",276.1395157633,2,2,12,19,8,28.536562,0.00540465189393939,0,0,0,14.208826
171194869,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,1,"171194869-1",314.683725,2,1,26,30,5,5.786116,0.0010958553030303,0,1,1,1.063234
171196023,1,5,1,2,3,4,5,NA,NA,NA,NA,3,13,1,"171196023-1",215.939100617266,3,2,30,37,8,13.749339,0.00260404147727273,0,0,0,6.87467
171196087,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,8,1,"171196087-1",25.2785,2,2,27,30,4,9.286965,0.00175889488636364,0,0,0,4.584023
171197242,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,5,1,"171197242-1",33.13162,2,2,31,34,4,3.718001,0.000704166856060606,0,0,0,1.859
171197340,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,1,"171197340-1",65.0568,2,2,22,23,2,7.982062,0.00151175416666667,0,0,0,3.991031
171197340,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,"171197340-2",65.0568,2,2,30,35,6,10.968161,0.00207730321969697,0,0,0,5.484081
171198535,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,1,"171198535-1",28.059125,3,2,7,8,2,4.21934,0.000799117424242424,0,0,0,2.10967
171198535,2,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,1,"171198535-2",28.059125,3,2,22,23,2,4.21934,0.000799117424242424,0,0,0,2.10967
171198535,3,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,1,"171198535-3",28.059125,3,2,31,31,1,3.36165,0.000636676136363636,0,0,0,1.680825
171198738,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,4,1,"171198738-1",389.8554,2,2,23,23,1,1.190672,0.000225506060606061,0,0,0,0.595336
171199851,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,9,1,"171199851-1",4.04742,2,2,15,17,3,0.750908,0.000142217424242424,0,0,0,0.375454
171201045,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,1,"171201045-1",59.6434345931964,2,2,10,12,3,11.302398,0.00214060568181818,0,0,0,5.71603
171201901,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,1,"171201901-1",32.6518,2,2,14,19,6,11.887626,0.00225144431818182,1,1,2,4.137904
171201925,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,1,7,1,"171201925-1",122.622275,2,1,17,21,5,39.314644,0.0074459553030303,0,0,0,19.622454
171203043,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,1,4,1,"171203043-1",281.684366666667,3,1,40,40,1,4.045184,0.000766133333333333,0,0,0,2.022592
171203421,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,7,1,"171203421-1",13.01774,4,2,29,32,4,1.210764,0.000229311363636364,0,0,0,0.605382
171203892,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,1,"171203892-1",90.8378992434794,2,2,18,24,7,26.616465,0.00504099715909091,1,1,2,11.823517
171205224,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,6,1,"171205224-1",13.01136,2,1,10,17,8,13.752986,0.0026047321969697,0,2,2,6.190811
171205314,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,1,"171205314-1",73.3893437357212,4,2,6,8,3,7.322608,0.00138685757575758,0,0,0,3.633406
161001780,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,8,2,"161001780-1",176.67895,3,2,27,28,2,0.84635,0.000160293560606061,0,0,0,0.423175
161001780,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,8,2,"161001780-2",176.67895,3,2,28,28,1,2.023486,0.000383235984848485,0,0,0,1.011743
161006270,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,2,"161006270-1",16.89435,2,2,8,9,2,3.681272,0.000697210606060606,0,0,0,1.840636
161006270,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,3,2,"161006270-2",16.89435,2,2,24,28,5,3.681272,0.000697210606060606,0,0,0,1.840636
161006567,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,2,"161006567-1",16.271825,2,2,23,27,5,16.84992,0.00319127272727273,0,0,0,8.219507
161007647,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161007647-1",4.89995,3,2,26,32,7,28.599297,0.00541653352272727,1,1,2,11.142382
161010322,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,7,2,"161010322-1",16.35245,3,2,14,20,7,15.173585,0.00287378503787879,1,0,1,5.684724
161011392,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161011392-1",10.81184,2,2,30,35,6,8.881311,0.00168206647727273,0,1,1,2.2522
161015092,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,4,2,"161015092-1",13.01136,3,2,8,9,2,4.92222,0.000932238636363636,1,0,1,1.36513
161015092,2,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,2,"161015092-2",13.01136,3,2,20,22,3,4.236644,0.000802394696969697,0,1,1,1.724066
161015092,3,3,2,3,4,NA,NA,NA,NA,NA,NA,3,9,2,"161015092-3",13.01136,3,2,24,27,4,8.867261,0.00167940549242424,0,0,0,4.433631
161015948,1,4,1,3,4,5,NA,NA,NA,NA,NA,3,4,2,"161015948-1",97.98315,4,2,9,NA,NA,2.839252,0.000537737121212121,1,0,1,1.419626
161018806,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,2,"161018806-1",16.5444,2,1,19,22,4,4.700952,0.000890331818181818,0,1,1,2.160344
161019145,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,9,2,"161019145-1",10.75532,2,2,25,32,8,18.188296,0.00344475303030303,1,0,1,8.932618
161019544,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,2,"161019544-1",77.444025,2,2,30,34,5,22.131471,0.00419156647727273,0,0,0,10.823233
161021443,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,8,2,"161021443-1",13.01136,2,2,10,20,11,10.022195,0.00189814299242424,0,0,0,4.149275
161021443,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161021443-2",13.01136,2,2,28,31,4,5.047668,0.000955997727272727,0,1,1,1.814827
161023122,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,2,"161023122-1",74.49135,2,2,15,18,4,4.440949,0.000841088825757576,1,1,2,1.725349
161029109,1,4,1,2,3,4,NA,NA,NA,NA,NA,3,7,2,"161029109-1",13.01136,3,2,27,29,3,2.818963,0.000533894507575758,0,0,0,1.411413
161029426,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161029426-1",54.237675,4,2,33,35,3,0.418778,7.93140151515152e-05,0,0,0,0.209389
161030235,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,8,2,"161030235-1",10.83308,2,2,28,35,8,23.506747,0.00445203541666667,0,0,0,11.830206
161032515,1,3,1,3,4,NA,NA,NA,NA,NA,NA,3,4,2,"161032515-1",104.32125,3,2,28,30,3,7.376291,0.00139702481060606,0,0,0,3.691398
161036765,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,9,2,"161036765-1",3.91996,2,2,27,30,4,6.0257,0.00114123106060606,0,0,0,2.943588
161052772,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,7,2,"161052772-1",13.02836,3,2,29,32,4,4.470768,0.000846736363636364,0,0,0,2.235384
161056852,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,6,2,"161056852-1",36.5718333333333,5,2,19,19,1,1.905182,0.000360829924242424,0,0,0,0.952054
161056852,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,5,2,"161056852-2",36.5718333333333,4,2,29,30,2,1.199552,0.000227187878787879,0,1,1,0.141088
161057757,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,2,"161057757-1",15.0058,2,1,30,35,6,2.347106,0.000444527651515152,0,0,0,1.174349
161064786,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,2,"161064786-1",6.53326666666667,2,2,29,31,3,20.607789,0.00390299034090909,0,1,1,10.183936
161065277,1,3,2,5,6,NA,NA,NA,NA,NA,NA,3,9,2,"161065277-1",322.51145,4,2,22,24,3,0.618426,0.000117126136363636,0,0,0,0.309213
161067401,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,1,2,"161067401-1",16.2642,3,2,6,25,20,29.908198,0.00566443143939394,0,1,1,15.63192
161069459,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,2,"161069459-1",9.87835,2,2,7,11,5,33.772125,0.00639623579545455,0,0,0,16.772617
161072774,1,3,2,4,6,NA,NA,NA,NA,NA,NA,3,9,2,"161072774-1",246.95496,3,2,24,25,2,3.825502,0.000724526893939394,0,0,0,1.897424
161073657,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,4,2,"161073657-1",91.94742,2,2,8,8,1,2.934028,0.000555687121212121,0,0,0,1.467014
161073689,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,2,"161073689-1",21.6856,3,2,27,30,4,15.055114,0.00285134734848485,0,0,0,7.554249
161078922,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161078922-1",13.06802,3,2,29,32,4,10.205492,0.00193285833333333,0,0,0,5.146777
161089128,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161089128-1",4.89995,4,1,13,16,4,3.024456,0.000572813636363636,0,0,0,1.574934
161097078,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,8,2,"161097078-1",3.94122,3,2,16,21,6,7.696206,0.00145761477272727,1,0,1,3.13829
161105240,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,2,"161105240-1",257.28726,2,2,13,15,3,2.740478,0.000519029924242424,0,0,0,1.420977
161105240,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,2,"161105240-2",257.28726,2,2,26,28,3,3.555628,0.000673414393939394,0,0,0,1.777814
161105859,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,5,2,"161105859-1",41.2228,4,2,24,25,2,1.854902,0.000351307196969697,0,0,0,0.927451
161106059,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,3,4,2,"161106059-1",388.4442,3,2,9,10,2,4.665368,0.000883592424242424,0,0,0,2.332684
161107101,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,9,2,"161107101-1",163.244166666667,4,2,14,15,2,1.748348,0.000331126515151515,0,0,0,0.874174
161107320,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,8,2,"161107320-1",182.501375,2,2,32,36,5,5.089516,0.000963923484848485,0,0,0,2.567897
161110425,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,7,2,"161110425-1",13.01136,3,2,27,30,4,29.871872,0.00565755151515152,1,1,2,14.181767
161110860,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,4,2,"161110860-1",16.316175,2,2,6,6,1,1.088086,0.000206076893939394,0,0,0,0.544043
161110860,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,9,2,"161110860-2",16.316175,2,2,26,29,4,14.520721,0.0027501365530303,0,0,0,7.345283
161118144,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,5,2,"161118144-1",14.86706,2,2,11,13,3,0.989202,0.000187348863636364,0,0,0,0.494601
161118588,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161118588-1",32.5284,2,2,22,23,2,8.637419,0.00163587481060606,0,0,0,4.318709
161118588,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,10,2,"161118588-2",32.5284,2,2,29,34,6,1.682698,0.000318692803030303,0,0,0,0.841349
161121727,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,2,"161121727-1",16.2642,2,2,25,37,13,37.659824,0.00713254242424242,1,0,1,19.322887
161123862,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161123862-1",3.9491,4,2,29,31,3,0.905858,0.000171564015151515,0,0,0,0.452929
161124777,1,3,1,3,4,NA,NA,NA,NA,NA,NA,3,9,2,"161124777-1",418.48435,3,2,22,26,5,7.862342,0.00148907992424242,1,1,2,1.510489
161133342,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161133342-1",11.19115,2,2,28,34,7,4.004574,0.000758442045454545,1,0,1,1.602453
161139140,1,3,2,4,6,NA,NA,NA,NA,NA,NA,3,6,2,"161139140-1",195.9663,3,2,20,25,6,41.059901,0.00777649640151515,0,1,1,17.837261
161141509,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161141509-1",3.91996,2,1,29,29,1,1.573242,0.0002979625,0,0,0,0.831203
161143078,1,3,1,4,5,NA,NA,NA,NA,NA,NA,3,3,2,"161143078-1",319.801075,3,2,21,22,2,6.340077,0.00120077215909091,0,0,0,3.170038
161144734,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,6,2,"161144734-1",83.094625,2,2,30,33,4,9.40299,0.00178086931818182,0,0,0,4.853634
161150242,1,4,1,3,4,6,NA,NA,NA,NA,NA,3,2,2,"161150242-1",192.81685,3,2,29,32,4,4.534692,0.000858843181818182,0,1,1,10.924323
161152006,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,8,2,"161152006-1",21.7549,2,2,26,28,3,5.806925,0.00109979640151515,0,0,0,3.001619
161154629,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,"161154629-1",4.89995,2,2,8,10,3,20.556375,0.00389325284090909,0,0,0,10.652974
161157573,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,2,"161157573-1",3.91996,2,2,28,32,5,8.501864,0.00161020151515152,1,0,1,0.83571
161158758,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,"161158758-1",13.01136,2,2,8,8,1,0.940234,0.000178074621212121,0,0,0,0.470117
161158758,2,3,1,2,3,NA,NA,NA,NA,NA,NA,3,4,2,"161158758-2",13.01136,3,2,29,32,4,3.110964,0.000589197727272727,0,0,0,1.555482
161159493,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,2,"161159493-1",13.01136,2,2,27,31,5,11.101849,0.00210262291666667,0,1,1,5.541823
161160061,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,2,"161160061-1",10.76016,2,2,5,11,7,64.59267,0.0122334602272727,0,0,0,32.363674
161162622,1,4,1,3,4,5,NA,NA,NA,NA,NA,3,3,2,"161162622-1",133.17302,3,2,6,7,2,2.502384,0.000473936363636364,0,0,0,1.251192
161165451,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,5,2,"161165451-1",17.9255333333333,3,2,8,13,6,17.506632,0.00331565,3,0,3,5.824452
161165451,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,5,2,"161165451-2",17.9255333333333,3,2,13,17,5,7.656746,0.00145014128787879,0,2,2,3.758497
161168008,1,4,1,3,4,5,NA,NA,NA,NA,NA,3,4,2,"161168008-1",4.07186,3,2,29,30,2,7.262007,0.00137538011363636,0,0,0,3.414389
161170584,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,2,"161170584-1",16.2642,2,2,15,19,5,9.931956,0.00188105227272727,0,1,1,4.858916
161170732,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,6,2,"161170732-1",13.44424,2,2,23,26,4,9.875158,0.00187029507575758,0,0,0,4.310939
161171919,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,2,"161171919-1",13.0147,2,2,7,8,2,18.220333,0.00345082064393939,0,0,0,9.064638
161171919,2,3,2,3,4,NA,NA,NA,NA,NA,NA,3,4,2,"161171919-2",13.0147,3,2,24,25,2,1.428628,0.000270573484848485,0,0,0,0.714314
161171919,3,3,2,3,4,NA,NA,NA,NA,NA,NA,3,4,2,"161171919-3",13.0147,3,2,26,27,2,1.11304,0.00021080303030303,0,0,0,0.55652
161173917,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,3,6,2,"161173917-1",32.89915,2,2,13,16,4,5.661672,0.00107228636363636,0,0,0,2.830836
161173917,2,3,2,4,5,NA,NA,NA,NA,NA,NA,3,4,2,"161173917-2",32.89915,3,2,25,27,3,1.875395,0.000355188446969697,0,0,0,0.937697
161174065,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,2,"161174065-1",32.5284,2,2,20,30,11,10.312802,0.0019531821969697,0,1,1,4.595805
161175219,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161175219-1",170.4277,2,2,13,17,5,17.165303,0.00325100435606061,1,1,2,8.863116
161181624,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,2,2,"161181624-1",16.2642,2,2,11,17,7,23.646706,0.0044785428030303,0,0,0,17.316849
161181624,2,3,1,2,3,NA,NA,NA,NA,NA,NA,3,7,2,"161181624-2",16.2642,3,2,25,28,4,6.157841,0.00116625776515152,0,0,0,3.072227
161182768,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161182768-1",10.76016,2,2,29,31,3,7.352604,0.00139253863636364,0,0,0,3.676302
161183356,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161183356-1",31.5892333333333,2,2,29,31,3,2.772194,0.000525036742424242,0,0,0,1.386097
161195179,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161195179-1",16.510975,2,2,26,30,5,19.935581,0.00377567821969697,0,0,0,9.858707
161198371,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161198371-1",125.34125,3,2,30,33,4,1.022835,0.00019371875,0,0,0,0.511417
161199200,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161199200-1",33.9893,2,2,27,34,8,21.591535,0.00408930587121212,1,0,1,8.337255
161202843,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,9,2,"161202843-1",8.6518,2,1,18,24,7,3.478567,0.000658819507575758,0,0,0,1.718854
161206837,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,3,2,"161206837-1",6.53326666666667,3,2,6,7,2,4.12457,0.000781168560606061,1,0,1,1.139774
161206837,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,2,"161206837-2",6.53326666666667,2,2,19,20,2,2.279548,0.000431732575757576,0,0,0,1.139774
161206837,3,3,2,3,4,NA,NA,NA,NA,NA,NA,3,4,2,"161206837-3",6.53326666666667,3,2,23,24,2,1.961959,0.000371583143939394,0,0,0,0.993364
161207357,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,10,2,"161207357-1",3.95026,2,2,29,35,7,6.816669,0.00129103579545455,0,0,0,3.429601
161209345,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,3,9,2,"161209345-1",13.06072,2,2,23,25,3,7.905386,0.0014972321969697,0,0,0,1.851407
161210624,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,2,"161210624-1",7.74806666666667,4,2,21,22,2,NA,NA,0,0,0,NA
161214247,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161214247-1",4.9137,2,2,28,31,4,2.308972,0.000437305303030303,0,1,1,0.775487
161214755,1,3,1,3,5,NA,NA,NA,NA,NA,NA,3,5,2,"161214755-1",48.80444,3,2,24,25,2,3.406828,0.000645232575757576,0,0,0,1.710674
161214755,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,4,2,"161214755-2",48.80444,2,2,28,31,4,23.546409,0.00445954715909091,0,0,0,11.707954
161214755,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,4,2,"161214755-3",48.80444,3,2,32,33,2,1.77281,0.00033575946969697,0,0,0,0.754243
161217194,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,3,6,2,"161217194-1",341.574366666667,2,2,11,13,3,29.890876,0.00566115075757576,0,0,0,14.904104
161225368,1,5,1,2,3,4,5,NA,NA,NA,NA,3,3,2,"161225368-1",27.46675,3,2,25,29,5,3.865198,0.000732045075757576,0,0,0,2.000271
161237408,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"161237408-1",3.9483,2,2,29,33,5,14.030031,0.00265720284090909,0,0,0,7.185591
161246595,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,4,2,"161246595-1",13.19872,3,2,19,34,16,71.712032,0.0135818242424242,2,2,4,16.029919
171000169,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,6,2,"171000169-1",65.0568,3,2,26,30,5,4.342342,0.000822413257575758,0,0,0,2.171171
171000646,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,"171000646-1",16.2642,2,2,28,34,7,5.49138,0.00104003409090909,0,1,1,1.680825
171000726,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"171000726-1",6.5795,2,2,16,17,2,2.410426,0.000456520075757576,0,0,0,1.205213
171000856,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,8,2,"171000856-1",13.10346,2,2,30,37,8,1.415978,0.000268177651515151,0,0,0,0.707989
171001152,1,3,2,4,5,NA,NA,NA,NA,NA,NA,3,3,2,"171001152-1",322.471175,3,2,23,27,5,11.732615,0.00222208617424242,1,0,1,1.241426
171002542,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,"171002542-1",3.91996,2,2,27,35,9,12.2484,0.00231977272727273,1,0,1,5.647159
171003891,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,6,2,"171003891-1",97.3238,2,2,12,17,6,NA,NA,0,2,2,NA
171005982,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,2,"171005982-1",13.01136,2,2,25,29,5,4.191992,0.000793937878787879,0,0,0,2.095996
171006188,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,9,2,"171006188-1",198.31062,2,2,14,17,4,3.51932,0.000666537878787879,0,0,0,1.739047
171006931,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,7,2,"171006931-1",179.054233333333,2,2,27,28,2,2.83272,0.0005365,0,0,0,1.41636
171007186,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,2,"171007186-1",4.89995,2,1,31,33,3,5.316056,0.00100682878787879,0,0,0,2.671951
171009858,1,3,1,2,3,NA,NA,NA,NA,NA,NA,3,6,2,"171009858-1",11.8945,3,2,8,11,4,12.894974,0.00244222992424242,0,0,0,5.705987
171010548,1,3,2,3,4,NA,NA,NA,NA,NA,NA,3,6,2,"171010548-1",23.71662,3,2,9,12,4,26.383686,0.00499691022727273,0,0,0,12.981701
171010548,2,4,1,2,3,4,NA,NA,NA,NA,NA,3,6,2,"171010548-2",23.71662,3,2,14,27,14,53.856913,0.0102001729166667,1,1,2,24.703039
171010612,1,4,1,3,4,5,NA,NA,NA,NA,NA,3,9,2,"171010612-1",255.51744,3,2,12,21,10,26.538764,0.00502628106060606,2,1,3,10.405515
171010612,2,3,1,3,5,NA,NA,NA,NA,NA,NA,3,5,2,"171010612-2",255.51744,3,2,23,25,3,4.431299,0.000839261174242424,2,0,2,0.936938
171013358,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,3,6,2,"171013358-1",13.08196,2,2,11,13,3,12.146391,0.00230045284090909,0,0,0,6.195728
171013366,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,2,"171013366-1",33.7888,2,2,12,28,17,29.746335,0.00563377556818182,1,1,2,10.367633
171013394,1,3,3,4,5,NA,NA,NA,NA,NA,NA,3,6,2,"171013394-1",95.2956,3,2,18,19,2,0.954558,0.0001807875,0,0,0,0.477279
171013491,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,7,2,"171013491-1",3.91996,2,1,10,12,3,3.09227,0.000585657196969697,0,0,0,1.398965
171013491,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,2,"171013491-2",3.91996,2,1,13,18,6,27.849134,0.0052744571969697,0,0,0,13.903084
171015912,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,3,5,2,"171015912-1",13.15808,3,2,10,13,4,15.170987,0.00287329299242424,3,0,3,1.849875
171015912,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,3,5,2,"171015912-2",13.15808,3,2,13,15,3,12.492381,0.00236598125,3,0,3,1.207239
171016239,1,4,2,3,4,5,NA,NA,NA,NA,NA,3,9,2,"171016239-1",4.0504,3,2,9,14,6,5.850234,0.00110799886363636,0,0,0,2.905712
171016266,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,2,"171016266-1",16.2642,2,2,15,18,4,11.273992,0.00213522575757576,1,1,2,3.596113
171016266,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,6,2,"171016266-2",16.2642,3,2,25,28,4,10.311352,0.00195290757575758,0,0,0,5.072344
