year,originTaz,destinationTaz,Trips
2030,9,9,0
2030,9,10,0
2030,9,11,0
2030,9,12,0
2030,10,1,2151
2030,10,2,545
2030,10,3,0
2030,10,4,171
2030,10,5,0
2030,10,6,0
2030,10,7,0
2030,10,8,0
2030,10,9,0
2030,10,10,0
2030,10,11,0
2030,10,12,1495
2030,11,1,0
2030,11,2,0
2030,11,3,0
2030,11,4,0
2030,11,5,0
2030,11,6,0
2030,11,7,0
2030,11,8,0
2030,11,9,0
2030,11,10,0
2030,11,11,0
2030,11,12,0
2030,12,1,1812
2030,12,2,459
2030,12,3,0
2030,12,4,144
2030,12,5,0
2030,12,6,26
2030,12,7,0
2030,12,8,0
2030,12,9,0
2030,12,10,1290
2030,12,11,0
2030,12,12,0
2032,1,1,0
2032,1,2,0
2032,1,3,0
2032,1,4,0
2032,1,5,0
2032,1,6,200
2032,1,7,20
2032,1,8,30
2032,1,9,44
2032,1,10,1871
2032,1,11,0
2032,1,12,1828
2032,2,1,0
2032,2,2,0
2032,2,3,0
2032,2,4,0
2032,2,5,0
2032,2,6,50
2032,2,7,5
2032,2,8,7
2032,2,9,11
2032,2,10,474
2032,2,11,0
2032,2,12,463
2032,3,1,0
2032,3,2,0
2032,3,3,0
2032,3,4,0
2032,3,5,0
2032,3,6,0
2032,3,7,0
2032,3,8,0
2032,3,9,0
2032,3,10,0
2032,3,11,0
2032,3,12,0
2032,4,1,0
2032,4,2,0
2032,4,3,0
2032,4,4,0
2032,4,5,0
2032,4,6,15
2032,4,7,1
2032,4,8,2
2032,4,9,4
2032,4,10,148
2032,4,11,0
2032,4,12,145
2032,5,1,0
2032,5,2,0
2032,5,3,0
2032,5,4,0
2032,5,5,0
2032,5,6,0
2032,5,7,0
2032,5,8,0
2032,5,9,0
2032,5,10,0
2032,5,11,0
2032,5,12,0
2032,6,1,246
2032,6,2,62
2032,6,3,0
2032,6,4,19
2032,6,5,0
2032,6,6,0
2032,6,7,0
2032,6,8,0
2032,6,9,0
2032,6,10,0
2032,6,11,0
2032,6,12,33
2032,7,1,25
2032,7,2,6
2032,7,3,0
2032,7,4,1
2032,7,5,0
2032,7,6,0
2032,7,7,0
2032,7,8,0
2032,7,9,0
2032,7,10,0
2032,7,11,0
2032,7,12,0
2032,8,1,37
2032,8,2,8
2032,8,3,0
2032,8,4,3
2032,8,5,0
2032,8,6,0
2032,8,7,0
2032,8,8,0
2032,8,9,0
2032,8,10,0
2032,8,11,0
2032,8,12,0
2032,9,1,52
2032,9,2,12
2032,9,3,0
2032,9,4,4
2032,9,5,0
2032,9,6,0
2032,9,7,0
2032,9,8,0
2032,9,9,0
2032,9,10,0
2032,9,11,0
2032,9,12,0
2032,10,1,2187
2032,10,2,554
2032,10,3,0
2032,10,4,174
2032,10,5,0
2032,10,6,0
2032,10,7,0
2032,10,8,0
2032,10,9,0
2032,10,10,0
2032,10,11,0
2032,10,12,1520
2032,11,1,0
2032,11,2,0
2032,11,3,0
2032,11,4,0
2032,11,5,0
2032,11,6,0
2032,11,7,0
2032,11,8,0
2032,11,9,0
2032,11,10,0
2032,11,11,0
2032,11,12,0
2032,12,1,1828
2032,12,2,463
2032,12,3,0
2032,12,4,145
2032,12,5,0
2032,12,6,26
2032,12,7,0
2032,12,8,0
2032,12,9,0
2032,12,10,1301
2032,12,11,0
2032,12,12,0
2035,1,1,0
2035,1,2,0
2035,1,3,0
2035,1,4,0
2035,1,5,0
2035,1,6,207
2035,1,7,21
2035,1,8,31
2035,1,9,46
2035,1,10,1936
2035,1,11,0
2035,1,12,1892
2035,2,1,0
2035,2,2,0
2035,2,3,0
2035,2,4,0
2035,2,5,0
2035,2,6,52
2035,2,7,5
2035,2,8,7
2035,2,9,11
2035,2,10,491
2035,2,11,0
2035,2,12,479
2035,3,1,0
2035,3,2,0
2035,3,3,0
2035,3,4,0
2035,3,5,0
2035,3,6,0
2035,3,7,0
2035,3,8,0
2035,3,9,0
2035,3,10,0
2035,3,11,0
2035,3,12,0
2035,4,1,0
2035,4,2,0
2035,4,3,0
2035,4,4,0
2035,4,5,0
2035,4,6,16
2035,4,7,1
2035,4,8,2
2035,4,9,4
2035,4,10,154
2035,4,11,0
2035,4,12,150
2035,5,1,0
2035,5,2,0
2035,5,3,0
2035,5,4,0
2035,5,5,0
2035,5,6,0
2035,5,7,0
2035,5,8,0
2035,5,9,0
2035,5,10,0
2035,5,11,0
2035,5,12,0
2035,6,1,264
2035,6,2,66
2035,6,3,0
2035,6,4,21
2035,6,5,0
2035,6,6,0
2035,6,7,0
2035,6,8,0
2035,6,9,0
2035,6,10,0
2035,6,11,0
2035,6,12,35
2035,7,1,27
2035,7,2,6
2035,7,3,0
2035,7,4,2
2035,7,5,0
2035,7,6,0
2035,7,7,0
2035,7,8,0
2035,7,9,0
2035,7,10,0
2035,7,11,0
2035,7,12,0
2035,8,1,39
2035,8,2,9
2035,8,3,0
2035,8,4,3
2035,8,5,0
2035,8,6,0
2035,8,7,0
2035,8,8,0
2035,8,9,0
2035,8,10,0
2035,8,11,0
2035,8,12,0
2035,9,1,55
2035,9,2,13
2035,9,3,0
2035,9,4,4
2035,9,5,0
2035,9,6,0
2035,9,7,0
2035,9,8,0
2035,9,9,0
2035,9,10,0
2035,9,11,0
2035,9,12,0
2035,10,1,2330
2035,10,2,590
2035,10,3,0
2035,10,4,185
2035,10,5,0
2035,10,6,0
2035,10,7,0
2035,10,8,0
2035,10,9,0
2035,10,10,0
2035,10,11,0
2035,10,12,1619
2035,11,1,0
2035,11,2,0
2035,11,3,0
2035,11,4,0
2035,11,5,0
2035,11,6,0
2035,11,7,0
2035,11,8,0
2035,11,9,0
2035,11,10,0
2035,11,11,0
2035,11,12,0
2035,12,1,1892
2035,12,2,479
2035,12,3,0
2035,12,4,150
2035,12,5,0
2035,12,6,27
2035,12,7,0
2035,12,8,0
2035,12,9,0
2035,12,10,1346
2035,12,11,0
2035,12,12,0
2040,1,1,0
2040,1,2,0
2040,1,3,0
2040,1,4,0
2040,1,5,0
2040,1,6,213
2040,1,7,22
2040,1,8,32
2040,1,9,47
2040,1,10,1992
2040,1,11,0
2040,1,12,1946
2040,2,1,0
2040,2,2,0
2040,2,3,0
2040,2,4,0
2040,2,5,0
2040,2,6,54
2040,2,7,5
2040,2,8,8
2040,2,9,11
2040,2,10,505
2040,2,11,0
2040,2,12,493
2040,3,1,0
2040,3,2,0
2040,3,3,0
2040,3,4,0
2040,3,5,0
2040,3,6,0
2040,3,7,0
2040,3,8,0
2040,3,9,0
2040,3,10,0
2040,3,11,0
2040,3,12,0
2040,4,1,0
2040,4,2,0
2040,4,3,0
2040,4,4,0
2040,4,5,0
2040,4,6,17
2040,4,7,1
2040,4,8,3
2040,4,9,4
2040,4,10,158
2040,4,11,0
2040,4,12,154
2040,5,1,0
2040,5,2,0
2040,5,3,0
2040,5,4,0
2040,5,5,0
2040,5,6,0
2040,5,7,0
2040,5,8,0
2040,5,9,0
2040,5,10,0
2040,5,11,0
2040,5,12,0
2040,6,1,279
2040,6,2,70
2040,6,3,0
2040,6,4,22
2040,6,5,0
2040,6,6,0
2040,6,7,0
2040,6,8,0
2040,6,9,0
2040,6,10,0
2040,6,11,0
2040,6,12,37
2040,7,1,28
2040,7,2,7
2040,7,3,0
2040,7,4,2
2040,7,5,0
2040,7,6,0
2040,7,7,0
2040,7,8,0
2040,7,9,0
2040,7,10,0
2040,7,11,0
2040,7,12,0
2040,8,1,41
2040,8,2,9
2040,8,3,0
2040,8,4,3
2040,8,5,0
2040,8,6,0
2040,8,7,0
2040,8,8,0
2040,8,9,0
2040,8,10,0
2040,8,11,0
2040,8,12,0
2040,9,1,58
2040,9,2,14
2040,9,3,0
2040,9,4,5
2040,9,5,0
2040,9,6,0
2040,9,7,0
2040,9,8,0
2040,9,9,0
2040,9,10,0
2040,9,11,0
2040,9,12,0
2040,10,1,2459
2040,10,2,623
2040,10,3,0
2040,10,4,195
2040,10,5,0
2040,10,6,0
2040,10,7,0
2040,10,8,0
2040,10,9,0
2040,10,10,0
2040,10,11,0
2040,10,12,1708
2040,11,1,0
2040,11,2,0
2040,11,3,0
2040,11,4,0
2040,11,5,0
2040,11,6,0
2040,11,7,0
2040,11,8,0
2040,11,9,0
2040,11,10,0
2040,11,11,0
2040,11,12,0
2040,12,1,1946
2040,12,2,493
2040,12,3,0
2040,12,4,154
2040,12,5,0
2040,12,6,28
2040,12,7,0
2040,12,8,0
2040,12,9,0
2040,12,10,1385
2040,12,11,0
2040,12,12,0
2045,1,1,0
2045,1,2,0
2045,1,3,0
2045,1,4,0
2045,1,5,0
2045,1,6,219
2045,1,7,22
2045,1,8,33
2045,1,9,49
2045,1,10,2049
2045,1,11,0
2045,1,12,2002
2045,2,1,0
2045,2,2,0
2045,2,3,0
2045,2,4,0
2045,2,5,0
2045,2,6,55
2045,2,7,5
2045,2,8,8
2045,2,9,12
2045,2,10,519
2045,2,11,0
2045,2,12,507
2045,3,1,0
2045,3,2,0
2045,3,3,0
2045,3,4,0
2045,3,5,0
2045,3,6,0
2045,3,7,0
2045,3,8,0
2045,3,9,0
2045,3,10,0
2045,3,11,0
2045,3,12,0
2045,4,1,0
2045,4,2,0
2045,4,3,0
2045,4,4,0
2045,4,5,0
2045,4,6,17
2045,4,7,1
2045,4,8,3
2045,4,9,4
2045,4,10,163
2045,4,11,0
2045,4,12,159
2045,5,1,0
2045,5,2,0
2045,5,3,0
2045,5,4,0
2045,5,5,0
2045,5,6,0
2045,5,7,0
2045,5,8,0
2045,5,9,0
2045,5,10,0
2045,5,11,0
2045,5,12,0
2045,6,1,294
2045,6,2,74
2045,6,3,0
2045,6,4,23
2045,6,5,0
2045,6,6,0
2045,6,7,0
2045,6,8,0
2045,6,9,0
2045,6,10,0
2045,6,11,0
2045,6,12,39
2045,7,1,30
2045,7,2,7
2045,7,3,0
2045,7,4,2
2045,7,5,0
2045,7,6,0
2045,7,7,0
2045,7,8,0
2045,7,9,0
2045,7,10,0
2045,7,11,0
2045,7,12,0
2045,8,1,43
2045,8,2,10
2045,8,3,0
2045,8,4,3
2045,8,5,0
2045,8,6,0
2045,8,7,0
2045,8,8,0
2045,8,9,0
2045,8,10,0
2045,8,11,0
2045,8,12,0
2045,9,1,61
2045,9,2,15
2045,9,3,0
2045,9,4,5
2045,9,5,0
2045,9,6,0
2045,9,7,0
2045,9,8,0
2045,9,9,0
2045,9,10,0
2045,9,11,0
2045,9,12,0
2045,10,1,2594
2045,10,2,657
2045,10,3,0
2045,10,4,206
2045,10,5,0
2045,10,6,0
2045,10,7,0
2045,10,8,0
2045,10,9,0
2045,10,10,0
2045,10,11,0
2045,10,12,1803
2045,11,1,0
2045,11,2,0
2045,11,3,0
2045,11,4,0
2045,11,5,0
2045,11,6,0
2045,11,7,0
2045,11,8,0
2045,11,9,0
2045,11,10,0
2045,11,11,0
2045,11,12,0
2045,12,1,2002
2045,12,2,507
2045,12,3,0
2045,12,4,159
2045,12,5,0
2045,12,6,29
2045,12,7,0
2045,12,8,0
2045,12,9,0
2045,12,10,1425
2045,12,11,0
2045,12,12,0
2050,1,1,0
2050,1,2,0
2050,1,3,0
2050,1,4,0
2050,1,5,0
2050,1,6,225
2050,1,7,23
2050,1,8,34
2050,1,9,50
2050,1,10,2108
2050,1,11,0
2050,1,12,2060
2050,2,1,0
2050,2,2,0
2050,2,3,0
2050,2,4,0
2050,2,5,0
2050,2,6,57
2050,2,7,5
2050,2,8,8
2050,2,9,12
2050,2,10,534
2050,2,11,0
2050,2,12,522
2050,3,1,0
2050,3,2,0
2050,3,3,0
2050,3,4,0
2050,3,5,0
2050,3,6,0
2050,3,7,0
2050,3,8,0
2050,3,9,0
2050,3,10,0
2050,3,11,0
2050,3,12,0
2050,4,1,0
2050,4,2,0
2050,4,3,0
2050,4,4,0
2050,4,5,0
2050,4,6,18
2050,4,7,1
2050,4,8,3
2050,4,9,4
2050,4,10,167
2050,4,11,0
2050,4,12,163
2050,5,1,0
2050,5,2,0
2050,5,3,0
2050,5,4,0
2050,5,5,0
2050,5,6,0
2050,5,7,0
2050,5,8,0
2050,5,9,0
2050,5,10,0
2050,5,11,0
2050,5,12,0
2050,6,1,311
2050,6,2,78
2050,6,3,0
2050,6,4,24
2050,6,5,0
2050,6,6,0
2050,6,7,0
2050,6,8,0
2050,6,9,0
2050,6,10,0
2050,6,11,0
2050,6,12,41
2050,7,1,32
2050,7,2,7
2050,7,3,0
2050,7,4,2
2050,7,5,0
2050,7,6,0
2050,7,7,0
2050,7,8,0
2050,7,9,0
2050,7,10,0
2050,7,11,0
2050,7,12,0
2050,8,1,46
2050,8,2,11
2050,8,3,0
2050,8,4,4
2050,8,5,0
2050,8,6,0
2050,8,7,0
2050,8,8,0
2050,8,9,0
2050,8,10,0
2050,8,11,0
2050,8,12,0
2050,9,1,65
2050,9,2,16
2050,9,3,0
2050,9,4,5
2050,9,5,0
2050,9,6,0
2050,9,7,0
2050,9,8,0
2050,9,9,0
2050,9,10,0
2050,9,11,0
2050,9,12,0
2050,10,1,2737
2050,10,2,694
2050,10,3,0
2050,10,4,217
2050,10,5,0
2050,10,6,0
2050,10,7,0
2050,10,8,0
2050,10,9,0
2050,10,10,0
2050,10,11,0
2050,10,12,1902
2050,11,1,0
2050,11,2,0
2050,11,3,0
2050,11,4,0
2050,11,5,0
2050,11,6,0
2050,11,7,0
2050,11,8,0
2050,11,9,0
2050,11,10,0
2050,11,11,0
2050,11,12,0
2050,12,1,2060
2050,12,2,522
2050,12,3,0
2050,12,4,163
2050,12,5,0
2050,12,6,30
2050,12,7,0
2050,12,8,0
2050,12,9,0
2050,12,10,1466
2050,12,11,0
2050,12,12,0
