MAZ,TAZ
2589,1361
2590,3139
2591,2599
2592,4106
2593,1312
2594,2332
2595,638
2596,829
2597,2589
2598,1571
2599,1505
2600,3230
2601,717
2602,2312
2603,829
2604,2500
2605,3983
2606,3880
2607,1932
2608,1618
2609,588
2610,1551
2611,1757
2612,1835
2613,4079
2614,1136
2615,687
2616,4099
2617,33
2618,866
2619,755
2620,1539
2621,4386
2622,3113
2623,2581
2624,1828
2625,2880
2626,2288
2627,1620
2628,851
2629,1486
2630,807
2631,565
2632,1445
2633,1821
2634,63
2635,2206
2636,729
2637,3481
2638,2655
2639,908
2640,3413
2641,2145
2642,4001
2643,4269
2644,4214
2645,777
2646,3421
2647,893
2648,1282
2649,1080
2650,3482
2651,1973
2652,928
2653,2239
2654,3188
2655,1131
2656,2750
2657,2108
2658,2130
2659,435
2660,439
2661,1076
2662,2430
2663,2309
2664,3349
2665,2389
2666,4404
2667,4160
2668,2263
2669,990
2670,2590
2671,3954
2672,3861
2673,2676
2674,717
2675,765
2676,1240
2677,1919
2678,4228
2679,1960
2680,1024
2681,588
2682,388
2683,3888
2684,310
2685,3072
2686,3474
2687,1221
2688,2386
2689,549
2690,3482
2691,4070
2692,2474
2693,2979
2694,1964
2695,3602
2696,2557
2697,1620
2698,3365
2699,1699
2700,983
2701,1676
2702,2144
2703,2784
2704,2649
2705,1773
2706,2976
2707,4565
2708,2608
2709,2562
2710,3153
2711,1667
2712,873
2713,2529
2714,687
2715,2416
2716,1005
2717,261
2718,2339
2719,3058
2720,2313
2721,2765
2722,2535
2723,33
2724,388
2725,3421
2726,2203
2727,1656
2728,1672
2729,1781
2730,1355
2731,2374
2732,2253
2733,4697
2734,959
2735,2530
2736,261
2737,388
2738,311
2739,948
2740,3058
2741,3963
2742,4698
2743,4565
2744,1527
2745,378
2746,1574
2747,1446
2748,4260
2749,2265
2750,2612
2751,2616
2752,1618
2753,895
2754,4086
2755,3348
2756,2114
2757,1703
2758,1092
2759,2395
2760,2777
2761,2150
2762,474
2763,4292
2764,392
2765,1499
2766,2247
2767,2260
2768,2004
2769,800
2770,3651
2771,2724
2772,2765
2773,2313
2774,2287
2775,2602
2776,755
2777,622
2778,471
2779,1448
2780,3498
2781,1804
2782,606
2783,4287
2784,1978
2785,2562
2786,2505
2787,1900
2788,1661
2789,4211
2790,2300
2791,44
2792,39
2793,774
2794,1912
2795,557
2796,1571
2797,1527
2798,1250
2799,2287
2800,1883
2801,2095
2802,3492
2803,474
2804,1486
2805,2610
2806,935
2807,840
2808,1486
2809,3519
2810,2923
2811,2602
2812,2997
2813,802
2814,4686
2815,1697
2816,959
2817,4698
2818,4039
2819,2450
2820,2313
2821,3498
2822,1944
2823,3365
2824,3835
2825,3228
2826,4071
2827,2741
2828,559
2829,2452
2830,4576
2831,4510
2832,1932
2833,2151
2834,1712
2835,1757
2836,1983
2837,768
2838,1723
2839,2479
2840,2422
2841,1684
2842,2453
2843,2694
2844,2408
2845,3029
2846,3294
2847,2852
2848,2292
2849,565
2850,883
2851,717
2852,3954
2853,588
2854,2207
2855,1709
2856,625
2857,1689
2858,371
2859,2275
2860,1868
2861,549
2862,926
2863,1517
2864,2106
2865,3722
2866,367
2867,661
2868,3638
2869,4727
2870,1867
2871,261
2872,40
2873,2559
2874,2201
2875,4700
2876,4243
2877,3714
2878,672
2879,4719
2880,4698
2881,1862
2882,4194
2883,1981
2884,2312
2885,2286
2886,3931
2887,1947
2888,1677
2889,1862
2890,4433
2891,1319
2892,1907
2893,2453
2894,1453
2895,2408
2896,1737
2897,3065
2898,3132
2899,928
2900,3247
2901,3487
2902,747
2903,1980
2904,664
2905,711
2906,1248
2907,3611
2908,3883
2909,3272
2910,4702
2911,3665
2912,2652
2913,3736
2914,4425
2915,4592
2916,2339
2917,2339
2918,1806
2919,793
2920,1578
2921,79
2922,52
2923,356
2924,2575
2925,1550
2926,388
2927,1578
2928,657
2929,1839
2930,2095
2931,2095
2932,1487
2933,2642
2934,3587
2935,4067
2936,3297
2937,4052
2938,2953
2939,2206
2940,3783
2941,80
2942,1676
2943,3901
2944,1703
2945,1528
2946,1061
2947,2456
2948,2215
2949,2903
2950,2703
2951,783
2952,2642
2953,2763
2954,2769
2955,1458
2956,4222
2957,4027
2958,3958
2959,407
2960,4505
2961,1600
2962,2616
2963,2292
2964,1808
2965,29
2966,4697
2967,2169
2968,622
2969,278
2970,729
2971,1208
2972,3867
2973,2713
2974,3901
2975,371
2976,2130
2977,2252
2978,3681
2979,35
2980,3883
2981,4224
2982,377
2983,281
2984,1620
2985,1528
2986,2115
2987,4070
2988,549
2989,2807
2990,3391
2991,4309
2992,1921
2993,3481
2994,1858
2995,2867
2996,4685
2997,1470
2998,2713
2999,1527
3000,2098
3001,639
3002,991
3003,2810
3004,842
3005,3006
3006,3101
3007,3871
3008,367
3009,586
3010,1221
3011,2280
3012,14
3013,2637
3014,1076
3015,2821
3016,3790
3017,651
3018,4370
3019,2676
3020,4180
3021,2610
3022,2726
3023,623
3024,44
3025,2252
3026,4380
3027,3440
3028,2110
3029,2042
3030,1620
3031,1517
3032,1823
3033,2391
3034,3057
3035,711
3036,2842
3037,2325
3038,2929
3039,1940
3040,2081
3041,1831
3042,54
3043,2776
3044,3002
3045,3603
3046,3903
3047,2718
3048,3416
3049,2405
3050,2206
3051,1838
3052,3247
3053,4286
3054,4314
3055,1687
3056,4686
3057,1834
3058,4340
3059,1772
3060,3101
3061,2287
3062,264
3063,40
3064,3313
3065,4253
3066,3374
3067,2345
3068,4471
3069,3440
3070,2581
3071,2581
3072,1856
3073,2602
3074,2130
3075,3432
3076,2590
3077,959
3078,2018
3079,1361
3080,2074
3081,1550
3082,747
3083,1528
3084,2430
3085,70
3086,4141
3087,1550
3088,2215
3089,651
3090,983
3091,3616
3092,2589
3093,4175
3094,3697
3095,4394
3096,1607
3097,2250
3098,2145
3099,2145
3100,2614
3101,2602
3102,4576
3103,3915
3104,614
3105,1506
3106,920
3107,553
3108,1505
3109,1505
3110,4195
3111,1403
3112,1817
3113,3434
3114,3272
3115,1816
3116,1027
3117,558
3118,4305
3119,1415
3120,3226
3121,4236
3122,27
3123,3930
3124,4075
3125,4653
3126,2379
3127,900
3128,1125
3129,4329
3130,2416
3131,2538
3132,36
3133,3365
3134,1600
3135,2963
3136,1586
3137,4324
3138,1325
3139,1092
3140,3867
3141,4425
3142,3764
3143,3989
3144,1834
3145,52
3146,3090
3147,1499
3148,707
3149,526
3150,1748
3151,4314
3152,4260
3153,63
3154,2638
3155,3727
3156,1571
3157,2607
3158,2602
3159,1312
3160,1586
3161,1455
3162,4700
3163,1574
3164,3202
3165,4080
3166,3778
3167,2412
3168,1854
3169,1862
3170,3482
3171,1103
3172,2230
3173,3043
3174,3164
3175,1453
3176,2604
3177,1732
3178,747
3179,1925
3180,4170
3181,728
3182,2280
3183,3651
3184,1373
3185,2538
3186,482
3187,3365
3188,4700
3189,4704
3190,2565
3191,3399
3192,3652
3193,4272
3194,1451
3195,3410
3196,2616
3197,1674
3198,2013
3199,2213
3200,2204
3201,1571
3202,1237
3203,2204
3204,2300
3205,2569
3206,2890
3207,388
3208,3404
3209,4335
3210,1659
3211,643
3212,677
3213,3575
3214,2559
3215,2897
3216,3575
3217,2285
3218,88
3219,1198
3220,1527
3221,3987
3222,643
3223,3893
3224,685
3225,2055
3226,2313
3227,1080
3228,2256
3229,1322
3230,2480
3231,795
3232,4311
3233,1582
3234,2263
3235,554
3236,1179
3237,752
3238,2416
3239,599
3240,24
3241,3297
3242,3272
3243,1812
3244,44
3245,2497
3246,1076
3247,1817
3248,3855
3249,4651
3250,2659
3251,579
3252,3810
3253,2505
3254,1835
3255,1310
3256,3067
3257,4211
3258,2288
3259,2089
3260,707
3261,4283
3262,2697
3263,2284
3264,1374
3265,3359
3266,4049
3267,4254
3268,3549
3269,2282
3270,2095
3271,729
3272,746
3273,4702
3274,1623
3275,2282
3276,808
3277,1282
3278,4369
3279,2929
3280,1565
3281,3652
3282,1979
3283,3219
3284,2599
3285,893
3286,4224
3287,2231
3288,1382
3289,2700
3290,46
3291,2348
3292,3210
3293,1882
3294,1136
3295,2295
3296,871
3297,755
3298,4420
3299,2411
3300,4704
3301,4700
3302,3727
3303,2019
3304,2144
3305,2652
3306,25
3307,1689
3308,2538
3309,2207
3310,3006
3311,1154
3312,1727
3313,1551
3314,2630
3315,2143
3316,340
3317,774
3318,1578
3319,2129
3320,808
3321,4273
3322,4254
3323,3804
3324,2616
3325,2699
3326,1893
3327,651
3328,2590
3329,612
3330,24
3331,1761
3332,4086
3333,3347
3334,2903
3335,311
3336,3382
3337,843
3338,395
3339,842
3340,925
3341,1679
3342,1658
3343,1527
3344,936
3345,3799
3346,1425
3347,2388
3348,4171
3349,3944
3350,1894
3351,2308
3352,746
3353,54
3354,2574
3355,2304
3356,22
3357,961
3358,1506
3359,1742
3360,2345
3361,253
3362,2500
3363,3272
3364,2287
3365,2375
3366,50
3367,825
3368,677
3369,720
3370,2590
3371,1691
3372,2607
3373,2260
3374,316
3375,935
3376,2259
3377,4019
3378,4174
3379,2415
3380,549
3381,1572
3382,4218
3383,2600
3384,1221
3385,2346
3386,1620
3387,1506
3388,2039
3389,3190
3390,2309
3391,4021
3392,4098
3393,4138
3394,2505
3395,2126
3396,2126
3397,3992
3398,2766
3399,4695
3400,4653
3401,2386
3402,27
3403,783
3404,1527
3405,2963
3406,1925
3407,793
3408,1578
3409,1924
3410,1927
3411,3414
3412,4260
3413,3144
3414,4329
3415,35
3416,2807
3417,3461
3418,2346
3419,2110
3420,4266
3421,3084
3422,2229
3423,570
3424,1714
3425,2874
3426,1707
3427,1730
3428,2412
3429,705
3430,33
3431,3350
3432,3029
3433,3142
3434,2766
3435,1594
3436,4425
3437,3310
3438,4385
3439,2630
3440,843
3441,2535
3442,2355
3443,768
3444,650
3445,1312
3446,2292
3447,2118
3448,1332
3449,2638
3450,2013
3451,22
3452,1782
3453,3199
3454,603
3455,1686
3456,435
3457,410
3458,384
3459,3839
3460,2511
3461,2903
3462,2129
3463,2908
3464,4700
3465,3542
3466,2562
3467,2553
3468,1636
3469,1608
3470,1854
3471,557
3472,1206
3473,4222
3474,1403
3475,1864
3476,2311
3477,2528
3478,1779
3479,3890
3480,2472
3481,46
3482,43
3483,27
3484,3164
3485,3986
3486,941
3487,3247
3488,1799
3489,1221
3490,4657
3491,1790
3492,603
3493,2694
3494,2762
3495,2765
3496,3208
3497,3192
3498,1018
3499,4385
3500,747
3501,3757
3502,1632
3503,2206
3504,1688
3505,1383
3506,3291
3507,3572
3508,4315
3509,45
3510,2612
3511,2703
3512,603
3513,1079
3514,1755
3515,4218
3516,2284
3517,2415
3518,1583
3519,4258
3520,677
3521,4018
3522,3347
3523,1816
3524,2577
3525,2665
3526,2976
3527,3512
3528,1797
3529,2810
3530,842
3531,1902
3532,812
3533,926
3534,2233
3535,2574
3536,783
3537,220
3538,43
3539,1551
3540,1510
3541,2422
3542,3751
3543,4211
3544,818
3545,4355
3546,570
3547,2757
3548,747
3549,1136
3550,752
3551,2348
3552,2129
3553,2689
3554,3246
3555,2958
3556,2450
3557,2774
3558,2260
3559,1518
3560,3520
3561,3520
3562,3366
3563,3867
3564,2658
3565,2329
3566,2346
3567,2252
3568,3465
3569,3537
3570,3886
3571,80
3572,737
3573,2352
3574,651
3575,1526
3576,1629
3577,2331
3578,4166
3579,33
3580,3954
3581,3602
3582,2476
3583,1946
3584,546
3585,4573
3586,2144
3587,3272
3588,1355
3589,4273
3590,2052
3591,584
3592,725
3593,2695
3594,748
3595,80
3596,1551
3597,1492
3598,4685
3599,2640
3600,3567
3601,1804
3602,1862
3603,1689
3604,2557
3605,1168
3606,3893
3607,2476
3608,2530
3609,4211
3610,1711
3611,651
3612,1540
3613,3511
3614,3082
3615,2450
3616,3646
3617,3366
3618,3366
3619,1446
3620,2277
3621,230
3622,983
3623,4286
3624,2282
3625,371
3626,747
3627,52
3628,3661
3629,2499
3630,525
3631,752
3632,589
3633,4407
3634,1551
3635,2352
3636,2277
3637,4657
3638,3780
3639,1817
3640,2110
3641,4698
3642,4052
3643,3872
3644,1578
3645,1658
3646,1204
3647,367
3648,261
3649,2635
3650,2890
3651,1950
3652,1601
3653,1962
3654,2968
3655,2968
3656,2794
3657,2794
3658,1453
3659,1499
3660,2402
3661,3272
3662,2204
3663,398
3664,278
3665,975
3666,4191
3667,1912
3668,2590
3669,2935
3670,768
3671,4274
3672,3365
3673,2159
3674,2761
3675,2776
3676,2547
3677,1813
3678,2655
3679,36
3680,941
3681,614
3682,654
3683,651
3684,720
3685,623
3686,1560
3687,3867
3688,3230
3689,367
3690,2252
3691,1627
3692,2499
3693,1807
3694,657
3695,1572
3696,2374
3697,1779
3698,369
3699,1857
3700,1574
3701,2251
3702,1884
3703,3953
3704,3349
3705,3334
3706,2769
3707,388
3708,2588
3709,2114
3710,1703
3711,2979
3712,3245
3713,2206
3714,32
3715,948
3716,4199
3717,4280
3718,875
3719,2206
3720,843
3721,2256
3722,4501
3723,3349
3724,1858
3725,1817
3726,576
3727,29
3728,677
3729,1458
3730,1453
3731,1751
3732,1555
3733,2268
3734,2268
3735,2323
3736,2408
3737,598
3738,546
3739,546
3740,529
3741,526
3742,471
3743,471
3744,471
3745,1278
3746,2124
3747,4386
3748,1431
3749,1451
3750,2120
3751,1932
3752,1816
3753,1820
3754,1820
3755,1629
3756,2452
3757,2402
3758,2412
3759,2412
3760,2412
3761,2414
3762,2414
3763,2402
3764,2415
3765,3160
3766,1119
3767,2048
3768,1678
3769,1371
3770,1415
3771,1411
3772,1524
3773,702
3774,702
3775,789
3776,849
3777,849
3778,862
3779,1153
3780,529
3781,1278
3782,4325
3783,4172
3784,4175
3785,4111
3786,984
3787,984
3788,2300
3789,2470
3790,2885
3791,3552
3792,3666
3793,2300
3794,2300
3795,2300
3796,2378
3797,2499
3798,2499
3799,2499
3800,2697
3801,2697
3802,2885
3803,3011
3804,3011
3805,3166
3806,3073
3807,3442
3808,3491
3809,4393
3810,4327
3811,4471
3812,4420
3813,4549
3814,4611
3815,4611
3816,3484
3817,3841
3818,3946
3819,4233
3820,4174
3821,4173
3822,4070
3823,3542
3824,3452
3825,3910
3826,4045
3827,3968
3828,3576
3829,3149
3830,3334
3831,3194
3832,3741
3833,49
3834,45
3835,55
3836,423
3837,17
3838,984
3839,17
3840,17
3841,4087
3842,4047
3843,3875
3844,4149
3845,4149
3846,925
3847,956
3848,1104
3849,1104
3850,1288
3851,3153
3852,3374
3853,2994
3854,3006
3855,2916
3856,3060
3857,3526
3858,2802
3859,717
3860,818
3861,766
3862,807
3863,744
3864,837
3865,837
3866,928
3867,851
3868,1069
3869,1027
3870,1027
3871,1074
3872,1074
3873,1101
3874,1005
3875,875
3876,844
3877,2145
3878,3955
3879,4136
3880,631
3881,664
3882,558
3883,771
3884,558
3885,558
3886,1411
3887,4010
3888,3917
3889,4302
3890,4701
3891,2416
3892,2476
3893,2479
3894,2479
3895,2476
3896,2878
3897,2990
3898,2878
3899,2990
3900,2990
3901,2878
3902,2878
3903,2990
3904,2776
3905,2776
3906,2776
3907,2776
3908,2776
3909,2776
3910,2776
3911,2903
3912,2903
3913,2903
3914,2903
3915,2903
3916,3867
3917,3920
3918,3920
3919,3954
3920,3954
3921,3566
3922,3566
3923,3566
3924,3444
3925,3444
3926,3411
3927,3444
3928,3444
3929,3027
3930,3189
3931,3189
3932,3268
3933,3567
3934,3250
3935,3059
3936,3550
3937,2518
3938,1555
3939,3460
3940,3849
3941,3750
3942,3598
3943,3722
3944,3441
3945,3441
3946,3441
3947,3441
3948,3460
3949,3722
3950,3598
3951,3475
3952,3625
3953,3475
3954,3688
3955,3411
3956,3411
3957,3237
3958,3286
3959,3286
3960,3495
3961,3492
3962,3377
3963,3420
3964,3420
3965,3420
3966,3286
3967,3263
3968,3202
3969,3110
3970,3031
3971,3171
3972,3171
3973,3320
3974,3152
3975,3171
3976,3560
3977,3040
3978,3040
3979,2179
3980,2179
3981,2930
3982,2963
3983,3075
3984,3131
3985,3131
3986,3051
3987,2951
3988,2963
3989,2785
3990,2790
3991,2874
3992,2874
3993,2773
3994,2773
3995,2773
3996,2773
3997,2773
3998,2773
3999,851
4000,851
4001,851
4002,851
4003,563
4004,563
4005,572
4006,572
4007,572
4008,572
4009,572
4010,613
4011,610
4012,633
4013,636
4014,670
4015,612
4016,612
4017,707
4018,879
4019,969
4020,969
4021,1076
4022,1221
4023,795
4024,795
4025,795
4026,1076
4027,982
4028,828
4029,828
4030,474
4031,3513
4032,3461
4033,3461
4034,3416
4035,3416
4036,3416
4037,3465
4038,3465
4039,3360
4040,3360
4041,3487
4042,3487
4043,3487
4044,3257
4045,3410
4046,2757
4047,2757
4048,2757
4049,2686
4050,2649
4051,2649
4052,2649
4053,2601
4054,2637
4055,2979
4056,2979
4057,3522
4058,4526
4059,4065
4060,4139
4061,3980
4062,3621
4063,3570
4064,3788
4065,3796
4066,3573
4067,3573
4068,3638
4069,3676
4070,2265
4071,2265
4072,2265
4073,2208
4074,2208
4075,2155
4076,2271
4077,2271
4078,2271
4079,2479
4080,2541
4081,2765
4082,2765
4083,2765
4084,2602
4085,547
4086,640
4087,640
4088,640
4089,872
4090,872
4091,1120
4092,1012
4093,665
4094,771
4095,771
4096,772
4097,771
4098,840
4099,862
4100,813
4101,862
4102,1048
4103,3794
4104,482
4105,482
4106,533
4107,541
4108,482
4109,471
4110,533
4111,533
4112,499
4113,690
4114,813
4115,813
4116,2430
4117,2482
4118,2466
4119,2262
4120,2165
4121,2064
4122,4149
4123,4295
4124,4295
4125,4295
4126,3955
4127,3997
4128,3997
4129,3997
4130,3955
4131,3955
4132,3889
4133,4084
4134,3889
4135,3760
4136,3997
4137,3997
4138,4136
4139,4161
4140,4161
4141,3889
4142,3889
4143,3889
4144,2225
4145,2333
4146,2102
4147,2225
4148,2291
4149,2464
4150,2464
4151,2464
4152,2483
4153,2444
4154,2483
4155,2483
4156,878
4157,765
4158,823
4159,823
4160,692
4161,692
4162,765
4163,990
4164,764
4165,889
4166,638
4167,2165
4168,1657
4169,1651
4170,1630
4171,1611
4172,1827
4173,1950
4174,2050
4175,1879
4176,1766
4177,2067
4178,2513
4179,2430
4180,2372
4181,2372
4182,2120
4183,2120
4184,2215
4185,2263
4186,2263
4187,2262
4188,2263
4189,2263
4190,2351
4191,2389
4192,2391
4193,2391
4194,2391
4195,2391
4196,2391
4197,2389
4198,1916
4199,2026
4200,2210
4201,2210
4202,2130
4203,2144
4204,2199
4205,2247
4206,2327
4207,2496
4208,2570
4209,2641
4210,2726
4211,2797
4212,2733
4213,2711
4214,2820
4215,2820
4216,2869
4217,3154
4218,15
4219,398
4220,398
4221,375
4222,392
4223,400
4224,385
4225,423
4226,401
4227,343
4228,343
4229,343
4230,386
4231,400
4232,343
4233,570
4234,357
4235,392
4236,3928
4237,1274
4238,1373
4239,3928
4240,3833
4241,1433
4242,1455
4243,1411
4244,1423
4245,2526
4246,2526
4247,2526
4248,3118
4249,2946
4250,2946
4251,2788
4252,2874
4253,2703
4254,2703
4255,1934
4256,1230
4257,1368
4258,1266
4259,1266
4260,1300
4261,1442
4262,1371
4263,1405
4264,1498
4265,1498
4266,1498
4267,1544
4268,1561
4269,1569
4270,1623
4271,1549
4272,1465
4273,1361
4274,1310
4275,1310
4276,811
4277,3026
4278,3725
4279,3785
4280,3618
4281,3413
4282,3230
4283,3072
4284,2353
4285,2414
4286,2662
4287,2332
4288,2322
4289,3928
4290,3928
4291,2599
4292,2645
4293,2900
4294,2907
4295,2742
4296,2635
4297,2635
4298,1626
4299,1602
4300,1607
4301,1607
4302,1607
4303,1502
4304,1470
4305,818
4306,977
4307,1024
4308,1348
4309,1348
4310,1348
4311,1348
4312,1472
4313,1133
4314,1250
4315,1119
4316,1281
4317,4254
4318,4046
4319,4382
4320,4357
4321,4152
4322,4152
4323,4220
4324,4271
4325,4220
4326,4152
4327,4199
4328,3996
4329,4001
4330,4049
4331,4089
4332,4332
4333,4206
4334,4206
4335,4280
4336,3963
4337,3963
4338,4089
4339,4374
4340,4280
4341,4112
4342,4177
4343,4152
4344,4449
4345,2640
4346,2768
4347,2764
4348,2768
4349,2766
4350,2764
4351,2762
4352,2764
4353,1494
4354,1513
4355,1545
4356,1600
4357,3919
4358,3919
4359,3919
4360,4084
4361,3943
4362,3664
4363,4620
4364,4653
4365,1494
4366,1617
4367,1583
4368,1175
4369,618
4370,618
4371,618
4372,618
4373,618
4374,618
4375,618
4376,618
4377,618
4378,618
4379,618
4380,618
4381,618
4382,617
4383,617
4384,617
4385,603
4386,603
4387,1023
4388,1023
4389,774
4390,469
4391,469
4392,962
4393,809
4394,814
4395,1495
4396,1958
4397,1824
4398,3700
4399,2530
4400,2230
4401,2887
4402,2230
4403,2375
4404,2230
4405,2392
4406,2392
4407,3700
4408,3700
4409,3503
4410,3503
4411,3432
4412,3571
4413,3490
4414,3307
4415,3348
4416,3067
4417,3349
4418,3869
4419,966
4420,916
4421,3404
4422,3696
4423,3634
4424,3764
4425,3764
4426,3807
4427,3807
4428,3807
4429,3854
4430,3908
4431,3901
4432,3901
4433,3892
4434,2566
4435,2566
4436,2573
4437,2566
4438,2566
4439,2566
4440,2696
4441,2392
4442,2181
4443,3102
4444,3007
4445,3007
4446,2858
4447,3105
4448,3783
4449,3806
4450,3144
4451,3411
4452,2784
4453,3868
4454,3783
4455,2993
4456,3105
4457,3195
4458,2997
4459,3090
4460,1910
4461,1910
4462,1824
4463,1824
4464,3821
4465,3752
4466,3709
4467,3496
4468,3120
4469,3010
4470,3253
4471,3355
4472,2934
4473,1545
4474,2545
4475,2683
4476,2974
4477,2849
4478,2683
4479,2896
4480,2974
4481,2974
4482,2843
4483,2911
4484,2911
4485,2758
4486,2758
4487,2911
4488,1510
4489,1510
4490,1468
4491,1600
4492,3180
4493,3180
4494,3190
4495,3203
4496,3284
4497,3720
4498,3671
4499,3603
4500,3603
4501,3728
4502,3940
4503,3891
4504,3890
4505,3989
4506,3986
4507,3986
4508,4180
4509,3944
4510,3931
4511,3931
4512,3931
4513,3975
4514,3973
4515,3973
4516,3933
4517,4079
4518,4057
4519,4080
4520,1395
4521,1322
4522,827
4523,931
4524,931
4525,1009
4526,1009
4527,1082
4528,1082
4529,1170
4530,1185
4531,1283
4532,1093
4533,1031
4534,1187
4535,1157
4536,2862
4537,3021
4538,3021
4539,1038
4540,1204
4541,1204
4542,1351
4543,1351
4544,4019
4545,4110
4546,4104
4547,4115
4548,4133
4549,4138
4550,4146
4551,4194
4552,4102
4553,4067
4554,4081
4555,3755
4556,3956
4557,3888
4558,3888
4559,3977
4560,4019
4561,2136
4562,2304
4563,2405
4564,2671
4565,2532
4566,2615
4567,2615
4568,1008
4569,1106
4570,4194
4571,4267
4572,4279
4573,4289
4574,4282
4575,4252
4576,4252
4577,4339
4578,4376
4579,4550
4580,3870
4581,3829
4582,3829
4583,3216
4584,2134
4585,4135
4586,4042
4587,4224
4588,1012
4589,1071
4590,1146
4591,1173
4592,1299
4593,1495
4594,1530
4595,1495
4596,1351
4597,1955
4598,1955
4599,1865
4600,1865
4601,2031
4602,2460
4603,2460
4604,2393
4605,2546
4606,2546
4607,2546
4608,2545
4609,2274
4610,4310
4611,4409
4612,4476
4613,4312
4614,4350
4615,4335
4616,4356
4617,4336
4618,4336
4619,4608
4620,4369
4621,1819
4622,1951
4623,2170
4624,2170
4625,2494
4626,2445
4627,2123
4628,1956
4629,1956
4630,1736
4631,1736
4632,1917
4633,1547
4634,1379
4635,2239
4636,2239
4637,2310
4638,2188
4639,2307
4640,1585
4641,1585
4642,1913
4643,1913
4644,2320
4645,2234
4646,2234
4647,2234
4648,2373
4649,2373
4650,2016
4651,1789
4652,1563
4653,1563
4654,1540
4655,1383
4656,1293
4657,1293
4658,1282
4659,2337
4660,2261
4661,2448
4662,2016
4663,2062
4664,2084
4665,2084
4666,1988
4667,1801
4668,1801
4669,1995
4670,2212
4671,2157
4672,2157
4673,2100
4674,1832
4675,1590
4676,1590
4677,1590
4678,1590
4679,1525
4680,1459
4681,1565
4682,2102
4683,2244
4684,2244
4685,2283
4686,2330
4687,2370
4688,2617
4689,2695
4690,2720
4691,2556
4692,2556
4693,2556
4694,2539
4695,2745
4696,2964
4697,2744
4698,2587
4699,3095
4700,2839
4701,3095
4702,3095
4703,3354
4704,3274
4705,3041
4706,3138
4707,2540
4708,2663
4709,2631
4710,2663
4711,2747
4712,2840
4713,2487
4714,2914
4715,3015
4716,3544
4717,3480
4718,3439
4719,3439
4720,3421
4721,3225
4722,3225
4723,3315
4724,14
4725,2220
